"origin","year","month","day","hour","temp","dewp","humid","wind_dir","wind_speed","wind_gust","precip","pressure","visib","date"
"PDX",2014,6,5,13,50,46.04,86.19,320,4.60312,5.2971784336,0,NA,10,2014-06-05 13:00:00
"PDX",2014,6,5,14,53.06,46.04,76.98,360,5.7539,6.621473042,0,NA,10,2014-06-05 14:00:00
"PDX",2014,6,5,15,53.96,46.04,74.48,NA,5.7539,6.621473042,0,1021.6,10,2014-06-05 15:00:00
"PDX",2014,6,5,16,57.92,46.04,64.52,340,6.90468,7.9457676504,0,1021.5,10,2014-06-05 16:00:00
"PDX",2014,6,5,17,57.92,46.94,66.75,320,6.90468,7.9457676504,0,NA,10,2014-06-05 17:00:00
"PDX",2014,6,5,18,62.96,48.02,58.12,NA,3.45234,3.9728838252,0,1020.5,10,2014-06-05 18:00:00
"PDX",2014,6,5,19,66.92,48.02,50.62,280,8.05546,9.2700622588,0,1020,10,2014-06-05 19:00:00
"PDX",2014,6,5,20,71.06,46.94,42.17,310,4.60312,5.2971784336,0,1019.3,10,2014-06-05 20:00:00
"PDX",2014,6,5,21,73.04,44.96,36.59,280,8.05546,9.2700622588,0,1018.6,10,2014-06-05 21:00:00
"PDX",2014,6,5,22,75.02,44.06,33.08,300,8.05546,9.2700622588,0,1018.1,10,2014-06-05 22:00:00
"PDX",2014,6,5,23,75.02,42.98,31.74,320,9.20624,10.5943568672,0,1017.4,10,2014-06-05 23:00:00
"PDX",2014,6,6,0,75.02,46.04,35.67,350,9.20624,10.5943568672,0,1017,10,2014-06-06 00:00:00
"PDX",2014,6,6,1,73.04,46.94,39.44,330,8.05546,9.2700622588,0,1016.8,10,2014-06-06 01:00:00
"PDX",2014,6,6,2,69.98,46.94,43.75,330,6.90468,7.9457676504,0,1017,10,2014-06-06 02:00:00
"PDX",2014,6,6,3,66.02,44.96,46.52,320,9.20624,10.5943568672,0,1017.5,10,2014-06-06 03:00:00
"PDX",2014,6,6,4,62.96,42.08,46.37,300,10.35702,11.9186514756,0,1018.1,10,2014-06-06 04:00:00
"PDX",2014,6,6,5,59,41,51.18,320,6.90468,7.9457676504,0,1018.6,10,2014-06-06 05:00:00
"PDX",2014,6,6,6,57.92,42.98,57.42,290,9.20624,10.5943568672,0,1018.8,10,2014-06-06 06:00:00
"PDX",2014,6,6,7,55.04,42.98,63.72,310,6.90468,7.9457676504,0,1018.7,10,2014-06-06 07:00:00
"PDX",2014,6,6,8,53.96,44.06,69.08,320,6.90468,7.9457676504,0,1018.9,10,2014-06-06 08:00:00
"PDX",2014,6,6,9,53.06,44.06,71.4,340,4.60312,5.2971784336,0,1019.1,10,2014-06-06 09:00:00
"PDX",2014,6,6,10,51.08,44.96,79.48,310,5.7539,6.621473042,0,1019.3,10,2014-06-06 10:00:00
"PDX",2014,6,6,11,51.08,44.96,79.48,320,6.90468,7.9457676504,0,1019.6,10,2014-06-06 11:00:00
"PDX",2014,6,6,12,50,46.04,86.19,330,3.45234,3.9728838252,0,1019.9,10,2014-06-06 12:00:00
"PDX",2014,6,6,13,51.98,46.04,80.1,320,3.45234,3.9728838252,0,1020.1,10,2014-06-06 13:00:00
"PDX",2014,6,6,14,55.04,46.94,74.08,0,0,0,0,1020,10,2014-06-06 14:00:00
"PDX",2014,6,6,15,55.94,46.94,71.7,0,0,0,0,1020,10,2014-06-06 15:00:00
"PDX",2014,6,6,16,60.08,46.94,61.79,0,0,0,0,1019.7,10,2014-06-06 16:00:00
"PDX",2014,6,6,17,62.96,46.94,55.8,290,4.60312,5.2971784336,0,1019.6,10,2014-06-06 17:00:00
"PDX",2014,6,6,18,68,46.94,46.83,350,5.7539,6.621473042,0,1019.3,10,2014-06-06 18:00:00
"PDX",2014,6,6,19,71.96,44.06,36.67,310,11.5078,13.242946084,0,1018.8,10,2014-06-06 19:00:00
"PDX",2014,6,6,20,75.02,44.06,33.08,310,11.5078,13.242946084,0,1018.3,10,2014-06-06 20:00:00
"PDX",2014,6,6,21,78.08,42.08,27.7,310,14.96014,17.2158299092,0,1017.9,10,2014-06-06 21:00:00
"PDX",2014,6,6,22,78.08,39.92,25.48,320,13.80936,15.8915353008,0,1017.6,10,2014-06-06 22:00:00
"PDX",2014,6,6,23,78.08,44.06,29.89,320,12.65858,14.5672406924,0,1017.2,10,2014-06-06 23:00:00
"PDX",2014,6,7,0,77,44.06,30.97,320,12.65858,14.5672406924,0,1017.2,10,2014-06-07 00:00:00
"PDX",2014,6,7,1,75.02,48.92,39.75,310,11.5078,13.242946084,0,1017.3,10,2014-06-07 01:00:00
"PDX",2014,6,7,2,73.04,44.96,36.59,340,13.80936,15.8915353008,0,1017.5,10,2014-06-07 02:00:00
"PDX",2014,6,7,3,69.08,44.06,40.45,330,9.20624,10.5943568672,0,1018,10,2014-06-07 03:00:00
"PDX",2014,6,7,4,64.94,42.08,43.26,310,8.05546,9.2700622588,0,1018.7,10,2014-06-07 04:00:00
"PDX",2014,6,7,5,62.06,42.98,49.55,320,5.7539,6.621473042,0,1019.3,10,2014-06-07 05:00:00
"PDX",2014,6,7,6,60.08,46.94,61.79,310,10.35702,11.9186514756,0,1019.4,10,2014-06-07 06:00:00
"PDX",2014,6,7,7,57.92,48.02,69.52,310,10.35702,11.9186514756,0,1019.7,10,2014-06-07 07:00:00
"PDX",2014,6,7,8,57.02,48.02,71.81,300,8.05546,9.2700622588,0,1020,10,2014-06-07 08:00:00
"PDX",2014,6,7,9,55.94,48.92,77.23,0,0,0,0,1020.5,10,2014-06-07 09:00:00
"PDX",2014,6,7,10,55.04,48.92,79.8,330,4.60312,5.2971784336,0,1020.7,10,2014-06-07 10:00:00
"PDX",2014,6,7,11,55.04,48.92,79.8,340,3.45234,3.9728838252,0,1020.9,10,2014-06-07 11:00:00
"PDX",2014,6,7,12,55.94,48.92,77.23,350,6.90468,7.9457676504,0,1021.4,10,2014-06-07 12:00:00
"PDX",2014,6,7,13,55.94,50,80.4,330,10.35702,11.9186514756,0,NA,10,2014-06-07 13:00:00
"PDX",2014,6,7,14,55.94,51.08,83.69,330,5.7539,6.621473042,0,1022.3,10,2014-06-07 14:00:00
"PDX",2014,6,7,15,57.02,51.08,80.49,350,8.05546,9.2700622588,0,1022.5,10,2014-06-07 15:00:00
"PDX",2014,6,7,16,59,51.08,74.96,340,5.7539,6.621473042,0,1022.6,10,2014-06-07 16:00:00
"PDX",2014,6,7,17,60.98,51.08,69.86,10,3.45234,3.9728838252,0,1022.5,10,2014-06-07 17:00:00
"PDX",2014,6,7,18,64.04,51.08,62.71,NA,3.45234,3.9728838252,0,1022.3,10,2014-06-07 18:00:00
"PDX",2014,6,7,19,64.04,51.08,62.71,0,0,0,0,NA,10,2014-06-07 19:00:00
"PDX",2014,6,7,20,71.06,51.08,49.23,350,5.7539,6.621473042,0,1021.3,10,2014-06-07 20:00:00
"PDX",2014,6,7,21,73.94,48.92,41.21,290,9.20624,10.5943568672,0,1020.4,10,2014-06-07 21:00:00
"PDX",2014,6,7,22,77,48.92,37.21,290,13.80936,15.8915353008,0,1020.2,10,2014-06-07 22:00:00
"PDX",2014,6,7,23,77,51.98,41.69,310,11.5078,13.242946084,0,1019.8,10,2014-06-07 23:00:00
"PDX",2014,6,8,0,75.02,51.98,44.53,320,12.65858,14.5672406924,0,1019.7,10,2014-06-08 00:00:00
"PDX",2014,6,8,1,73.94,51.98,46.17,310,18.41248,21.1887137344,0,1019.7,10,2014-06-08 01:00:00
"PDX",2014,6,8,2,71.96,51.08,47.75,330,12.65858,14.5672406924,0,1020,10,2014-06-08 02:00:00
"PDX",2014,6,8,3,69.08,53.06,56.66,280,12.65858,14.5672406924,0,1020.5,10,2014-06-08 03:00:00
"PDX",2014,6,8,4,64.94,53.06,65.37,310,10.35702,11.9186514756,0,1021.2,10,2014-06-08 04:00:00
"PDX",2014,6,8,5,62.96,53.06,70.07,310,6.90468,7.9457676504,0,1021.7,10,2014-06-08 05:00:00
"PDX",2014,6,8,6,60.98,51.98,72.22,320,8.05546,9.2700622588,0,1021.9,10,2014-06-08 06:00:00
"PDX",2014,6,8,7,60.08,51.98,74.56,300,6.90468,7.9457676504,0,1022.2,10,2014-06-08 07:00:00
"PDX",2014,6,8,8,57.92,51.98,80.55,320,8.05546,9.2700622588,0,1022.4,10,2014-06-08 08:00:00
"PDX",2014,6,8,9,57.02,51.98,83.21,NA,3.45234,3.9728838252,0,1022.8,10,2014-06-08 09:00:00
"PDX",2014,6,8,10,57.02,51.98,83.21,310,4.60312,5.2971784336,0,NA,10,2014-06-08 10:00:00
"PDX",2014,6,8,11,57.02,51.98,83.21,320,6.90468,7.9457676504,0,1023,10,2014-06-08 11:00:00
"PDX",2014,6,8,12,57.02,51.98,83.21,310,10.35702,11.9186514756,0,1023.3,10,2014-06-08 12:00:00
"PDX",2014,6,8,13,57.02,51.98,83.21,320,6.90468,7.9457676504,0,1023.5,10,2014-06-08 13:00:00
"PDX",2014,6,8,14,57.02,51.98,83.21,310,6.90468,7.9457676504,0,1023.7,10,2014-06-08 14:00:00
"PDX",2014,6,8,15,57.02,51.98,83.21,300,6.90468,7.9457676504,0,1023.7,10,2014-06-08 15:00:00
"PDX",2014,6,8,16,59,51.98,77.49,0,0,0,0,1023.7,10,2014-06-08 16:00:00
"PDX",2014,6,8,17,60.08,51.98,74.56,280,3.45234,3.9728838252,0,NA,10,2014-06-08 17:00:00
"PDX",2014,6,8,18,64.04,53.06,67.46,70,3.45234,3.9728838252,0,NA,10,2014-06-08 18:00:00
"PDX",2014,6,8,19,69.08,53.06,56.66,NA,4.60312,5.2971784336,0,1021.9,10,2014-06-08 19:00:00
"PDX",2014,6,8,20,73.04,53.96,51.18,0,0,0,0,1021.1,10,2014-06-08 20:00:00
"PDX",2014,6,8,21,77,53.96,44.84,290,10.35702,11.9186514756,0,1020.2,10,2014-06-08 21:00:00
"PDX",2014,6,8,22,78.08,53.96,43.26,280,11.5078,13.242946084,0,1019.5,10,2014-06-08 22:00:00
"PDX",2014,6,8,23,78.98,55.04,43.68,330,6.90468,7.9457676504,0,1019,10,2014-06-08 23:00:00
"PDX",2014,6,9,0,78.08,53.06,41.86,340,9.20624,10.5943568672,0,1018.4,10,2014-06-09 00:00:00
"PDX",2014,6,9,1,77,51.98,41.69,350,10.35702,11.9186514756,0,1018.3,10,2014-06-09 01:00:00
"PDX",2014,6,9,2,73.94,53.96,49.66,340,8.05546,9.2700622588,0,1018.2,10,2014-06-09 02:00:00
"PDX",2014,6,9,3,69.08,55.04,60.91,330,6.90468,7.9457676504,0,1018.4,10,2014-06-09 03:00:00
"PDX",2014,6,9,4,66.02,53.06,62.96,320,9.20624,10.5943568672,0,1019.1,10,2014-06-09 04:00:00
"PDX",2014,6,9,5,62.96,51.98,67.34,310,13.80936,15.8915353008,0,1019.6,10,2014-06-09 05:00:00
"PDX",2014,6,9,6,60.08,51.08,72.13,300,14.96014,17.2158299092,0,1020,10,2014-06-09 06:00:00
"PDX",2014,6,9,7,57.92,51.08,77.92,320,12.65858,14.5672406924,0,1020.1,10,2014-06-09 07:00:00
"PDX",2014,6,9,8,57.92,51.08,77.92,310,17.2617,19.864419126,0,1020.5,10,2014-06-09 08:00:00
"PDX",2014,6,9,9,57.02,51.08,80.49,310,11.5078,13.242946084,0,1020.7,10,2014-06-09 09:00:00
"PDX",2014,6,9,10,57.02,51.08,80.49,330,9.20624,10.5943568672,0,1020.6,10,2014-06-09 10:00:00
"PDX",2014,6,9,12,57.92,50,74.86,300,12.65858,14.5672406924,0,1020.8,10,2014-06-09 12:00:00
"PDX",2014,6,9,13,59,51.08,74.96,310,10.35702,11.9186514756,0,1021.1,10,2014-06-09 13:00:00
"PDX",2014,6,9,14,59,50,72.01,320,11.5078,13.242946084,0,1021.5,10,2014-06-09 14:00:00
"PDX",2014,6,9,15,60.08,46.94,61.79,290,11.5078,13.242946084,0,1021.3,10,2014-06-09 15:00:00
"PDX",2014,6,9,16,60.98,48.02,62.33,310,8.05546,9.2700622588,0,1021.2,10,2014-06-09 16:00:00
"PDX",2014,6,9,17,62.06,46.94,57.6,290,6.90468,7.9457676504,0,1021.1,10,2014-06-09 17:00:00
"PDX",2014,6,9,18,62.96,48.02,58.12,0,0,0,0,1020.9,10,2014-06-09 18:00:00
"PDX",2014,6,9,19,68,48.92,50.44,30,6.90468,7.9457676504,0,1020.3,10,2014-06-09 19:00:00
"PDX",2014,6,9,20,69.08,48.92,48.6,NA,4.60312,5.2971784336,0,1019.8,10,2014-06-09 20:00:00
"PDX",2014,6,9,21,71.96,48.92,44.06,310,10.35702,11.9186514756,0,1019.4,10,2014-06-09 21:00:00
"PDX",2014,6,9,22,73.04,48.02,41.07,330,10.35702,11.9186514756,0,1018.8,10,2014-06-09 22:00:00
"PDX",2014,6,9,23,73.94,48.92,41.21,350,6.90468,7.9457676504,0,1018.3,10,2014-06-09 23:00:00
"PDX",2014,6,10,0,73.04,48.02,41.07,340,10.35702,11.9186514756,0,1018,10,2014-06-10 00:00:00
"PDX",2014,6,10,1,71.96,48.02,42.6,320,9.20624,10.5943568672,0,1017.7,10,2014-06-10 01:00:00
"PDX",2014,6,10,2,69.08,46.04,43.61,300,17.2617,19.864419126,0,1017.8,10,2014-06-10 02:00:00
"PDX",2014,6,10,3,64.04,44.96,49.85,310,17.2617,19.864419126,0,1018,10,2014-06-10 03:00:00
"PDX",2014,6,10,4,60.98,46.04,57.84,310,9.20624,10.5943568672,0,1019,10,2014-06-10 04:00:00
"PDX",2014,6,10,5,59,44.96,59.58,320,12.65858,14.5672406924,0,1019.5,10,2014-06-10 05:00:00
"PDX",2014,6,10,6,57.02,44.96,63.97,320,6.90468,7.9457676504,0,1019.5,10,2014-06-10 06:00:00
"PDX",2014,6,10,7,55.04,46.04,71.6,310,10.35702,11.9186514756,0,1019.8,10,2014-06-10 07:00:00
"PDX",2014,6,10,8,53.96,44.96,71.49,320,8.05546,9.2700622588,0,1019.5,10,2014-06-10 08:00:00
"PDX",2014,6,10,9,51.98,44.96,76.88,320,5.7539,6.621473042,0,1019.7,10,2014-06-10 09:00:00
"PDX",2014,6,10,10,51.98,44.06,74.29,330,4.60312,5.2971784336,0,1020.1,10,2014-06-10 10:00:00
"PDX",2014,6,10,11,50,42.98,76.71,0,0,0,0,1020.3,10,2014-06-10 11:00:00
"PDX",2014,6,10,12,51.98,44.06,74.29,340,3.45234,3.9728838252,0,1020.3,10,2014-06-10 12:00:00
"PDX",2014,6,10,13,53.06,44.96,73.89,310,4.60312,5.2971784336,0,1020.6,10,2014-06-10 13:00:00
"PDX",2014,6,10,14,55.04,44.96,68.73,290,4.60312,5.2971784336,0,1020.7,10,2014-06-10 14:00:00
"PDX",2014,6,10,15,57.92,44.96,61.93,310,11.5078,13.242946084,0,1020.9,10,2014-06-10 15:00:00
"PDX",2014,6,10,16,60.08,44.96,57.33,310,4.60312,5.2971784336,0,NA,10,2014-06-10 16:00:00
"PDX",2014,6,10,17,60.98,44.96,55.52,320,5.7539,6.621473042,0,1020.6,10,2014-06-10 17:00:00
"PDX",2014,6,10,18,64.04,44.06,48.17,0,0,0,0,1020.4,10,2014-06-10 18:00:00
"PDX",2014,6,10,19,66.92,44.96,45.09,310,5.7539,6.621473042,0,1020,10,2014-06-10 19:00:00
"PDX",2014,6,10,20,69.08,44.96,41.86,280,8.05546,9.2700622588,0,1019.5,10,2014-06-10 20:00:00
"PDX",2014,6,10,21,69.98,46.04,42.29,310,6.90468,7.9457676504,0,1019,10,2014-06-10 21:00:00
"PDX",2014,6,10,22,73.04,48.02,41.07,310,6.90468,7.9457676504,0,1018.5,10,2014-06-10 22:00:00
"PDX",2014,6,10,23,73.94,46.94,38.26,300,10.35702,11.9186514756,0,1018.2,10,2014-06-10 23:00:00
"PDX",2014,6,11,0,73.94,48.02,39.85,310,12.65858,14.5672406924,0,1017.7,10,2014-06-11 00:00:00
"PDX",2014,6,11,1,71.96,46.94,40.9,320,9.20624,10.5943568672,0,1017.6,10,2014-06-11 01:00:00
"PDX",2014,6,11,2,69.08,48.92,48.6,330,10.35702,11.9186514756,0,1017.7,10,2014-06-11 02:00:00
"PDX",2014,6,11,3,66.92,48.92,52.35,340,6.90468,7.9457676504,0,1017.8,10,2014-06-11 03:00:00
"PDX",2014,6,11,4,64.04,48.92,57.87,340,6.90468,7.9457676504,0,1018.3,10,2014-06-11 04:00:00
"PDX",2014,6,11,5,60.98,48.92,64.46,330,11.5078,13.242946084,0,1018.4,10,2014-06-11 05:00:00
"PDX",2014,6,11,6,59,50,72.01,310,8.05546,9.2700622588,0,1018.4,10,2014-06-11 06:00:00
"PDX",2014,6,11,7,57.02,50,77.32,310,11.5078,13.242946084,0,1018,10,2014-06-11 07:00:00
"PDX",2014,6,11,8,55.94,50,80.4,320,6.90468,7.9457676504,0,1017.6,10,2014-06-11 08:00:00
"PDX",2014,6,11,9,55.94,50,80.4,0,0,0,0,1017.6,10,2014-06-11 09:00:00
"PDX",2014,6,11,10,53.96,48.92,83,330,4.60312,5.2971784336,0,1017.4,10,2014-06-11 10:00:00
"PDX",2014,6,11,11,53.96,50,86.41,320,3.45234,3.9728838252,0,1017,10,2014-06-11 11:00:00
"PDX",2014,6,11,12,53.6,50,87.56,330,4.60312,5.2971784336,0,NA,10,2014-06-11 12:00:00
"PDX",2014,6,11,13,53.96,50,86.41,360,3.45234,3.9728838252,0,NA,10,2014-06-11 13:00:00
"PDX",2014,6,11,14,55.94,50,80.4,340,4.60312,5.2971784336,0,1016.9,10,2014-06-11 14:00:00
"PDX",2014,6,11,15,57.02,50,77.32,0,0,0,0,1016.9,10,2014-06-11 15:00:00
"PDX",2014,6,11,16,59,50,72.01,0,0,0,0,1016.5,10,2014-06-11 16:00:00
"PDX",2014,6,11,17,60.98,50,67.11,350,4.60312,5.2971784336,0,NA,10,2014-06-11 17:00:00
"PDX",2014,6,11,18,64.94,51.08,60.77,280,11.5078,13.242946084,0,1014.9,10,2014-06-11 18:00:00
"PDX",2014,6,11,19,69.08,50,50.6,280,9.20624,10.5943568672,0,1013.9,10,2014-06-11 19:00:00
"PDX",2014,6,11,20,73.04,44.06,35.36,290,11.5078,13.242946084,0,1013.2,10,2014-06-11 20:00:00
"PDX",2014,6,11,21,75.92,41,28.54,290,10.35702,11.9186514756,0,1012.4,10,2014-06-11 21:00:00
"PDX",2014,6,11,22,77,44.06,30.97,280,9.20624,10.5943568672,0,1011.6,10,2014-06-11 22:00:00
"PDX",2014,6,11,23,77,44.06,30.97,320,5.7539,6.621473042,0,1011.1,10,2014-06-11 23:00:00
"PDX",2014,6,12,0,78.98,48.02,33.7,310,4.60312,5.2971784336,0,1010.3,10,2014-06-12 00:00:00
"PDX",2014,6,12,1,77,46.04,33.39,270,8.05546,9.2700622588,0,1009.6,10,2014-06-12 01:00:00
"PDX",2014,6,12,2,73.94,44.96,35.5,300,5.7539,6.621473042,0,1009.7,10,2014-06-12 02:00:00
"PDX",2014,6,12,3,71.06,48.92,45.43,340,5.7539,6.621473042,0,1009.7,10,2014-06-12 03:00:00
"PDX",2014,6,12,4,68,51.98,56.51,310,10.35702,11.9186514756,0,1010,10,2014-06-12 04:00:00
"PDX",2014,6,12,5,64.94,51.98,62.83,320,4.60312,5.2971784336,0,1010.2,10,2014-06-12 05:00:00
"PDX",2014,6,12,6,64.04,51.08,62.71,290,6.90468,7.9457676504,0,1010.3,10,2014-06-12 06:00:00
"PDX",2014,6,12,7,62.06,51.08,67.24,0,0,0,0,1010.4,10,2014-06-12 07:00:00
"PDX",2014,6,12,8,60.98,51.98,72.22,350,5.7539,6.621473042,0,1010.5,10,2014-06-12 08:00:00
"PDX",2014,6,12,9,60.98,51.98,72.22,360,3.45234,3.9728838252,0,1010.7,10,2014-06-12 09:00:00
"PDX",2014,6,12,10,60.08,51.98,74.56,40,4.60312,5.2971784336,0,1011,10,2014-06-12 10:00:00
"PDX",2014,6,12,11,60.08,51.08,72.13,170,4.60312,5.2971784336,0,NA,10,2014-06-12 11:00:00
"PDX",2014,6,12,12,57.92,48.92,71.9,170,10.35702,11.9186514756,0,1011.5,10,2014-06-12 12:00:00
"PDX",2014,6,12,13,57.92,48.02,69.52,180,10.35702,11.9186514756,0,1011.6,10,2014-06-12 13:00:00
"PDX",2014,6,12,14,57.92,48.92,71.9,190,6.90468,7.9457676504,0,1012,10,2014-06-12 14:00:00
"PDX",2014,6,12,15,60.98,48.02,62.33,240,8.05546,9.2700622588,0,1012.1,10,2014-06-12 15:00:00
"PDX",2014,6,12,16,60.98,46.94,59.84,200,9.20624,10.5943568672,0,1012.3,10,2014-06-12 16:00:00
"PDX",2014,6,12,17,62.06,48.02,59.99,190,11.5078,13.242946084,0,1012.2,10,2014-06-12 17:00:00
"PDX",2014,6,12,18,62.06,46.94,57.6,190,9.20624,10.5943568672,0,1012.2,10,2014-06-12 18:00:00
"PDX",2014,6,12,19,64.94,48.02,54.22,200,10.35702,11.9186514756,0,1012,10,2014-06-12 19:00:00
"PDX",2014,6,12,20,64.94,48.92,56.08,220,10.35702,11.9186514756,0,1011.9,10,2014-06-12 20:00:00
"PDX",2014,6,12,21,60.08,53.96,80.19,240,11.5078,13.242946084,0.01,1012.3,5,2014-06-12 21:00:00
"PDX",2014,6,12,22,60.98,53.06,75.14,240,8.05546,9.2700622588,0.01,1012.5,10,2014-06-12 22:00:00
"PDX",2014,6,12,23,60.98,51.98,72.22,270,11.5078,13.242946084,0,1012.5,10,2014-06-12 23:00:00
"PDX",2014,6,13,0,62.96,50,62.58,210,14.96014,17.2158299092,0,1012.3,10,2014-06-13 00:00:00
"PDX",2014,6,13,1,62.96,48.02,58.12,240,13.80936,15.8915353008,0,1012.5,10,2014-06-13 01:00:00
"PDX",2014,6,13,2,59,51.98,77.49,320,9.20624,10.5943568672,0,1013.2,10,2014-06-13 02:00:00
"PDX",2014,6,13,3,59,50,72.01,290,4.60312,5.2971784336,0,1013.4,10,2014-06-13 03:00:00
"PDX",2014,6,13,4,59,48.92,69.17,210,9.20624,10.5943568672,0,1013.5,10,2014-06-13 04:00:00
"PDX",2014,6,13,5,57.92,48.92,71.9,220,9.20624,10.5943568672,0,1013.6,10,2014-06-13 05:00:00
"PDX",2014,6,13,6,57.92,48.92,71.9,230,9.20624,10.5943568672,0,1013.8,10,2014-06-13 06:00:00
"PDX",2014,6,13,7,57.02,51.08,80.49,200,9.20624,10.5943568672,0,1013.9,10,2014-06-13 07:00:00
"PDX",2014,6,13,8,55.94,51.08,83.69,200,10.35702,11.9186514756,0,1013.9,10,2014-06-13 08:00:00
"PDX",2014,6,13,9,55.04,51.98,89.4,210,8.05546,9.2700622588,0.05,1014,8,2014-06-13 09:00:00
"PDX",2014,6,13,10,55.04,51.98,89.4,210,8.05546,9.2700622588,0.01,1014,10,2014-06-13 10:00:00
"PDX",2014,6,13,11,55.04,51.98,89.4,200,6.90468,7.9457676504,0,NA,10,2014-06-13 11:00:00
"PDX",2014,6,13,12,55.04,51.98,89.4,220,8.05546,9.2700622588,0,NA,9,2014-06-13 12:00:00
"PDX",2014,6,13,13,55.94,51.98,86.52,210,5.7539,6.621473042,0,NA,10,2014-06-13 13:00:00
"PDX",2014,6,13,14,55.04,53.06,93.02,200,10.35702,11.9186514756,0.02,1015.1,10,2014-06-13 14:00:00
"PDX",2014,6,13,15,55.94,53.06,90.03,220,8.05546,9.2700622588,0.01,1015.7,10,2014-06-13 15:00:00
"PDX",2014,6,13,16,57.02,53.96,89.48,260,3.45234,3.9728838252,0,NA,10,2014-06-13 16:00:00
"PDX",2014,6,13,17,60.08,53.06,77.59,230,5.7539,6.621473042,0,1016.7,10,2014-06-13 17:00:00
"PDX",2014,6,13,18,60.98,51.08,69.86,290,6.90468,7.9457676504,0,1017.4,10,2014-06-13 18:00:00
"PDX",2014,6,13,19,62.06,48.92,62.04,290,13.80936,15.8915353008,0,1018.1,10,2014-06-13 19:00:00
"PDX",2014,6,13,20,64.04,48.02,55.95,300,17.2617,19.864419126,0,1018.7,10,2014-06-13 20:00:00
"PDX",2014,6,13,21,64.04,46.04,51.93,300,13.80936,15.8915353008,0,1019.1,10,2014-06-13 21:00:00
"PDX",2014,6,13,22,62.96,46.04,53.94,300,12.65858,14.5672406924,0,1019.8,10,2014-06-13 22:00:00
"PDX",2014,6,13,23,62.06,44.96,53.44,290,9.20624,10.5943568672,0,1020.3,10,2014-06-13 23:00:00
"PDX",2014,6,14,0,62.96,46.94,55.8,300,8.05546,9.2700622588,0,1020.2,10,2014-06-14 00:00:00
"PDX",2014,6,14,1,62.96,44.06,50.03,290,9.20624,10.5943568672,0,1020.3,10,2014-06-14 01:00:00
"PDX",2014,6,14,2,62.06,44.96,53.44,260,10.35702,11.9186514756,0,1020.6,10,2014-06-14 02:00:00
"PDX",2014,6,14,3,60.08,42.98,53.15,250,9.20624,10.5943568672,0,1021.1,10,2014-06-14 03:00:00
"PDX",2014,6,14,4,57.92,44.06,59.84,270,8.05546,9.2700622588,0,1021.7,10,2014-06-14 04:00:00
"PDX",2014,6,14,5,57.02,44.06,61.81,250,6.90468,7.9457676504,0,1022,10,2014-06-14 05:00:00
"PDX",2014,6,14,6,57.02,44.96,63.97,0,0,0,0,1022,10,2014-06-14 06:00:00
"PDX",2014,6,14,7,55.94,44.96,66.52,210,3.45234,3.9728838252,0,1021.8,10,2014-06-14 07:00:00
"PDX",2014,6,14,8,55.04,44.96,68.73,0,0,0,0,1021.7,10,2014-06-14 08:00:00
"PDX",2014,6,14,9,55.04,44.96,68.73,190,3.45234,3.9728838252,0,1021.6,10,2014-06-14 09:00:00
"PDX",2014,6,14,10,55.04,44.96,68.73,0,0,0,0,1021.5,10,2014-06-14 10:00:00
"PDX",2014,6,14,11,53.96,46.04,74.48,190,4.60312,5.2971784336,0,1021.4,10,2014-06-14 11:00:00
"PDX",2014,6,14,12,53.96,46.04,74.48,190,5.7539,6.621473042,0,1021.2,10,2014-06-14 12:00:00
"PDX",2014,6,14,13,55.04,46.94,74.08,210,5.7539,6.621473042,0,1021.2,10,2014-06-14 13:00:00
"PDX",2014,6,14,14,55.94,44.96,66.52,220,3.45234,3.9728838252,0,1021.3,10,2014-06-14 14:00:00
"PDX",2014,6,14,15,57.92,44.06,59.84,0,0,0,0,1021.2,10,2014-06-14 15:00:00
"PDX",2014,6,14,16,60.08,44.06,55.39,270,4.60312,5.2971784336,0,1021.1,10,2014-06-14 16:00:00
"PDX",2014,6,14,17,60.98,44.06,53.65,280,5.7539,6.621473042,0,1020.8,10,2014-06-14 17:00:00
"PDX",2014,6,14,18,62.06,44.96,53.44,260,6.90468,7.9457676504,0,1020.7,10,2014-06-14 18:00:00
"PDX",2014,6,14,19,62.06,46.94,57.6,300,11.5078,13.242946084,0,1020.6,10,2014-06-14 19:00:00
"PDX",2014,6,14,20,62.96,46.04,53.94,280,8.05546,9.2700622588,0,1020.3,10,2014-06-14 20:00:00
"PDX",2014,6,14,21,64.94,46.94,52.06,260,10.35702,11.9186514756,0,1020,10,2014-06-14 21:00:00
"PDX",2014,6,14,22,66.02,46.94,50.14,300,8.05546,9.2700622588,0,1019.5,10,2014-06-14 22:00:00
"PDX",2014,6,14,23,66.92,46.94,48.6,300,10.35702,11.9186514756,0,1018.9,10,2014-06-14 23:00:00
"PDX",2014,6,15,0,64.04,46.04,51.93,280,11.5078,13.242946084,0,1018.4,10,2014-06-15 00:00:00
"PDX",2014,6,15,1,64.04,46.94,53.73,310,9.20624,10.5943568672,0,1018.1,10,2014-06-15 01:00:00
"PDX",2014,6,15,2,62.06,46.04,55.68,320,10.35702,11.9186514756,0,1017.9,10,2014-06-15 02:00:00
"PDX",2014,6,15,3,60.98,46.94,59.84,320,6.90468,7.9457676504,0,1017.5,10,2014-06-15 03:00:00
